INSERT INTO Ciudadano (id, primer_nombre, segundo_nombre, primer_apellido, segundo_apellido, fecha_nacimiento, esta_vivo) VALUES
(7063468, 'Valentino', NULL, 'Cripto', 'Machado', '1956-07-31', TRUE),
(1603174, 'Enzo', NULL, 'Cripto', NULL, '1988-07-02', FALSE),
(4659630, 'Fernanda', NULL, 'González', 'Acevedo', '1957-03-23', TRUE),
(5986759, 'Silvia', 'Sara', 'Acevedo', 'Mesa', '1993-01-12', FALSE),
(7477746, 'Martina', NULL, 'Pérez', 'Castillo', '2000-12-11', TRUE),
(7763123, 'Leonardo', 'Carlos', 'Ramírez', 'Correa', '1940-02-14', FALSE),
(3487989, 'Yolanda', 'Viviana', 'González', 'Mesa', '1984-06-19', TRUE),
(4008446, 'Aldana', NULL, 'Gómez', 'Rodríguez', '1940-06-07', FALSE),
(1973559, 'Valentino', NULL, 'De la Pradera Cálida', NULL, '1970-08-12', FALSE),
(1408666, 'Ailén', NULL, 'Machado', 'López', '1960-05-01', TRUE),
(6562716, 'Ignacio', NULL, 'Silla', NULL, '1959-02-01', TRUE),
(1699295, 'Eduardo', 'Gastón', 'Torvalds', 'Camión', '2011-11-28', FALSE),
(2024347, 'Verónica', 'Nuria', 'Sativa', 'Sativa', '2016-07-28', FALSE),
(3037634, 'Magalí', 'Florencia', 'Acevedo', 'Machado', '1959-10-24', FALSE),
(4153556, 'Ailén', 'Irene', 'Sánchez', 'Rodríguez', '1987-01-23', FALSE),
(2225357, 'Wilfredo', NULL, 'Saldaño', 'Castillo', '2021-07-08', TRUE),
(6867086, 'Victoria', NULL, 'Sánchez', 'Milei', '1949-08-29', FALSE),
(4028731, 'Fernanda', 'Andrea', 'González', 'De León', '1995-05-24', TRUE),
(2132954, 'Vicente', 'Gustavo', 'Sánchez', NULL, '1933-01-17', TRUE),
(4465601, 'Sebastián', NULL, 'Gómez', 'Mesa', '1940-08-23', TRUE),
(3185443, 'Teresa', 'Celeste', 'De León', NULL, '1937-01-09', FALSE),
(4193038, 'Ulises', 'Ramiro', 'Castillo', 'Cripto', '2004-02-05', TRUE),
(7249162, 'Gustavo', NULL, 'López', NULL, '1987-07-21', FALSE),
(6701290, 'Baltasar', NULL, 'Cripto', 'Castillo', '1997-08-02', FALSE),
(4544983, 'Cristian', 'Maximiliano', 'Saldaño', 'Pomar', '2016-01-22', FALSE),
(6619409, 'Juan', 'Guillermo', 'López', 'Kirchner', '1962-04-18', FALSE),
(1861427, 'Magalí', 'Camila', 'González', 'De León', '1932-07-03', FALSE),
(6061484, 'Jorge', 'Alberto', 'Pomar', NULL, '1936-06-23', FALSE),
(3316832, 'Ariana', NULL, 'Cripto', 'Machado', '1955-07-22', FALSE),
(3139954, 'Luciano', 'Bruno', 'De León', 'Cripto', '1929-04-18', TRUE),
(6023271, 'Salvador', NULL, 'Torvalds', 'De Luque', '1971-12-25', TRUE),
(5478520, 'Irene', 'Alicia', 'Saldaño', NULL, '1987-10-21', TRUE),
(2611607, 'Wilfredo', NULL, 'Pomar', 'Camión', '2008-09-21', FALSE),
(2503081, 'Diego', NULL, 'De Luque', 'Kirchner', '2005-12-26', FALSE),
(2919787, 'Nadia', NULL, 'Martínez', NULL, '2018-07-13', TRUE),
(5685465, 'Mía', 'Ana', 'González', 'Gómez', '1970-03-26', TRUE),
(3493881, 'María', NULL, 'Cripto', 'Kojima', '2000-08-29', FALSE),
(4724871, 'Valentín', 'Renzo', 'Saldaño', 'González', '1994-07-16', TRUE),
(5461575, 'Bruno', 'Jacobo', 'Acevedo', 'López', '1975-12-29', TRUE),
(2383151, 'Romina', 'Ivana', 'Milei', 'González', '1968-12-07', TRUE),
(5286485, 'Silvana', 'Yolanda', 'Castillo', NULL, '1969-02-05', TRUE),
(2296845, 'Julio', 'Javier', 'De la Pradera Cálida', 'González', '1943-07-26', FALSE),
(2911345, 'Valentino', 'Germán', 'Kirchner', NULL, '1992-11-21', TRUE),
(3377660, 'Rafael', NULL, 'Saldaño', 'Correa', '1931-12-03', TRUE),
(6242969, 'Felipe', 'Ulises', 'Pérez', 'López', '2008-11-26', TRUE),
(5564347, 'Manuel', 'Orlando', 'De la Pradera Cálida', 'Correa', '1950-05-26', FALSE),
(7610786, 'Camilo', NULL, 'López', 'Martínez', '1997-10-09', TRUE),
(4759474, 'Julio', NULL, 'Kirchner', 'Milei', '1927-02-12', TRUE),
(6268161, 'Juan', 'Fabián', 'Ramírez', 'Pérez', '1979-05-28', FALSE),
(5485763, 'Martina', NULL, 'Ramírez', 'Gómez', '1954-11-17', TRUE),
(7148067, 'Adrián', NULL, 'Correa', 'Correa', '2005-06-27', FALSE),
(7194513, 'Lucas', NULL, 'Martínez', 'Silla', '2004-10-09', FALSE),
(2445532, 'Mía', NULL, 'Torres', 'Cripto', '2018-01-08', FALSE),
(4691668, 'Sofía', 'Marina', 'López', 'Torvalds', '1947-10-10', FALSE),
(3808413, 'Rosa', NULL, 'Silla', 'Pérez', '1964-01-27', FALSE),
(1488254, 'Ismael', 'Tobías', 'De Luque', NULL, '1965-06-03', FALSE),
(7892708, 'Brisa', NULL, 'Pérez', 'De la Pradera Cálida', '1957-11-06', TRUE),
(4626134, 'Elena', NULL, 'Pomar', NULL, '1961-03-30', FALSE),
(5081838, 'Ramiro', 'Kevin', 'González', 'Correa', '1954-05-17', FALSE),
(7254701, 'Orlando', 'Rubén', 'Castillo', 'Correa', '1959-05-20', FALSE),
(4444158, 'Matias', NULL, 'Sánchez', 'Bonaventura', '1973-10-05', FALSE),
(1981719, 'Selena', 'Ivana', 'Rodríguez', NULL, '1926-08-18', TRUE),
(2658040, 'Yago', NULL, 'Bonaventura', NULL, '2013-02-25', TRUE),
(4145750, 'Sara', 'Susana', 'Ramírez', NULL, '1999-02-02', FALSE),
(1796251, 'Mario', NULL, 'Kojima', 'De la Pradera Cálida', '1925-10-09', FALSE),
(2580900, 'Magalí', 'Susana', 'Kojima', 'Martínez', '2012-03-02', FALSE),
(6777459, 'Pilar', NULL, 'Camión', 'De León', '1978-12-21', TRUE),
(2980237, 'Luis', 'Armando', 'Acero', 'Correa', '1984-07-02', TRUE),
(3769609, 'Jacobo', 'Martín', 'Torres', 'Gómez', '2002-03-06', FALSE),
(2222204, 'Gustavo', 'Carlos', 'Martínez', 'Correa', '1970-01-29', FALSE),
(5926535, 'Eduardo', NULL, 'Milei', 'Sativa', '1971-08-01', TRUE),
(4824712, 'Agustina', NULL, 'Ramírez', NULL, '1974-08-30', FALSE),
(4414481, 'Emmanuel', 'Guillermo', 'Flores', 'Correa', '1932-12-26', FALSE),
(6558087, 'Luis', 'Luis', 'Correa', 'Pérez', '1949-06-12', FALSE),
(2777510, 'Melisa', 'Renata', 'Sativa', 'Martínez', '1966-12-17', FALSE),
(5591132, 'Inés', NULL, 'De Luque', NULL, '1993-06-07', TRUE),
(4770623, 'Jolanda', 'Aixa', 'De León', NULL, '1976-09-10', FALSE),
(4455446, 'Beatriz', NULL, 'Ramírez', 'Machado', '2006-04-13', TRUE),
(5270771, 'Andrea', NULL, 'Silla', 'De León', '2006-01-05', TRUE),
(7694570, 'Olga', NULL, 'Flores', 'Correa', '2019-03-27', TRUE),
(7322469, 'Cristian', 'Diego', 'González', 'Cripto', '1931-07-16', TRUE),
(6775875, 'Pedro', NULL, 'Camión', 'Silla', '1959-08-13', TRUE),
(2079208, 'Hugo', NULL, 'Pomar', 'Acero', '2011-06-03', FALSE),
(3149366, 'Iván', NULL, 'Ramírez', 'Ramírez', '2001-01-05', TRUE),
(4192687, 'Miguel', 'Andrés', 'Mesa', 'Sativa', '1955-03-05', TRUE),
(3197415, 'Joni', 'Ricardo', 'Kirchner', 'Ramírez', '1939-10-08', TRUE),
(2188484, 'Silvana', 'Vanesa', 'De León', NULL, '1975-10-07', FALSE),
(2255815, 'Sofía', 'Vanesa', 'Pomar', 'Sánchez', '1971-05-19', FALSE),
(6417816, 'Catalina', NULL, 'De León', NULL, '1969-01-06', FALSE),
(7248913, 'Leandro', NULL, 'Bonaventura', 'Cripto', '2021-01-07', FALSE),
(4622361, 'Noelia', NULL, 'Machado', NULL, '1933-07-20', FALSE),
(3421359, 'Kevin', NULL, 'Pomar', NULL, '2003-11-14', TRUE),
(4851947, 'Renata', NULL, 'Gómez', 'Torres', '1987-07-20', FALSE),
(2593568, 'Martín', 'Omar', 'González', 'González', '1935-12-21', TRUE),
(3535224, 'Zacarías', 'Tobías', 'Kojima', 'Sativa', '1995-11-07', FALSE),
(1878049, 'Javier', NULL, 'De Luque', 'Mesa', '1984-03-20', FALSE),
(7702660, 'Brashan', 'Hugo', 'Flores', NULL, '1926-10-08', FALSE),
(6153637, 'Clara', 'Delfina', 'González', NULL, '2010-06-13', TRUE),
(6610343, 'Cristian', 'Mauricio', 'Kojima', NULL, '1927-06-13', FALSE),
(7418562, 'Lorena', 'Silvana', 'Pérez', 'Kojima', '1927-01-04', TRUE),
(4303310, 'Fátima', NULL, 'Rodríguez', 'Sánchez', '1953-08-23', TRUE),
(6285457, 'Mariela', 'Agustina', 'Cripto', 'Correa', '2020-09-23', TRUE),
(7650652, 'Yamila', 'Pamela', 'Mesa', NULL, '2015-09-20', TRUE),
(1187618, 'Joaquín', 'Manuel', 'Sativa', 'Camión', '1950-03-25', TRUE),
(6376768, 'Mariela', 'Mía', 'Flores', NULL, '1946-06-07', TRUE),
(3482889, 'Orlando', 'Nahuel', 'Milei', 'López', '2011-06-30', TRUE),
(1768134, 'Magalí', NULL, 'Torvalds', 'Cripto', '1996-11-19', FALSE),
(3992040, 'Serena', NULL, 'Rodríguez', NULL, '1964-08-05', FALSE),
(2351406, 'Mara', 'Victoria', 'De Luque', NULL, '1995-06-07', TRUE),
(2727134, 'Kevin', 'Gastón', 'Castillo', NULL, '2025-02-03', FALSE),
(7947675, 'Aitana', 'Violeta', 'Sánchez', 'Ramírez', '2021-11-02', FALSE),
(7515038, 'Celeste', 'Rocío', 'Torvalds', 'Sánchez', '2007-09-10', TRUE),
(5139154, 'Luciano', 'Tomás', 'Kirchner', 'Sativa', '1994-10-18', TRUE),
(4440297, 'Celeste', 'Brenda', 'Saldaño', 'Sánchez', '2001-11-29', TRUE),
(2383414, 'Clara', 'Susana', 'Acevedo', 'Martínez', '1941-06-02', FALSE),
(5487324, 'Renzo', NULL, 'Milei', 'Silla', '2000-11-23', TRUE),
(6370664, 'Bianca', NULL, 'De la Pradera Cálida', 'Correa', '1962-06-04', FALSE),
(5666899, 'Eugenia', 'Romina', 'Sativa', 'Machado', '1939-05-20', FALSE),
(1732030, 'Brisa', 'Camila', 'López', 'Bonaventura', '2024-12-14', FALSE),
(7275445, 'Jolanda', 'Ailén', 'Pérez', NULL, '1925-11-09', TRUE),
(6319074, 'Abril', 'Martina', 'Bonaventura', NULL, '1963-04-17', TRUE),
(6108148, 'Josefina', 'Mara', 'Correa', 'Correa', '1950-06-05', FALSE),
(4748792, 'Mercedes', NULL, 'Gómez', 'Saldaño', '1945-07-02', TRUE),
(4874742, 'Armando', NULL, 'Machado', 'Flores', '2013-01-23', TRUE),
(3229012, 'Fabián', 'Jacobo', 'Torres', NULL, '2019-04-05', TRUE),
(6122122, 'Thiago', 'Javier', 'Silla', 'Silla', '1930-02-22', FALSE),
(1743980, 'Tamara', 'Catalina', 'Pomar', NULL, '1943-07-11', FALSE),
(5283412, 'Josefina', NULL, 'Torres', 'López', '2023-03-05', FALSE),
(5794978, 'Marcos', NULL, 'Mesa', 'Correa', '1988-11-12', FALSE),
(4409752, 'Valentino', NULL, 'Saldaño', 'López', '1965-07-21', TRUE),
(1758138, 'Vicente', 'Kevin', 'Kirchner', NULL, '1958-12-05', TRUE),
(3574082, 'Mariela', 'Romina', 'Cripto', 'De León', '1997-08-28', FALSE),
(2779717, 'Estefanía', 'Isabela', 'Torvalds', 'Pomar', '1997-05-20', FALSE),
(3447822, 'Enzo', 'Cristian', 'Bonaventura', 'De Luque', '1938-06-26', TRUE),
(4303098, 'Damián', 'Ricardo', 'Machado', NULL, '1930-12-11', FALSE),
(4456826, 'Pedro', 'Javier', 'Mesa', 'Castillo', '1982-02-21', FALSE),
(2618906, 'Milagros', NULL, 'Bonaventura', 'Kirchner', '2006-12-15', TRUE),
(2176741, 'Sara', 'Sofía', 'Martínez', NULL, '1943-01-03', FALSE),
(2142999, 'Nahuel', NULL, 'González', NULL, '2013-04-25', TRUE),
(5340942, 'Inés', NULL, 'Silla', 'Silla', '1946-12-31', FALSE),
(6662474, 'Ramiro', NULL, 'Ramírez', NULL, '1982-07-09', FALSE),
(7830857, 'Pamela', NULL, 'Martínez', 'Ramírez', '1985-12-24', FALSE),
(2244823, 'Germán', 'Facundo', 'Torres', 'Camión', '1961-07-19', TRUE),
(1531057, 'Daniela', NULL, 'Sánchez', 'Rodríguez', '1984-01-26', FALSE),
(7465829, 'Pamela', 'Nadia', 'Ramírez', 'Sánchez', '1973-03-20', TRUE),
(5553518, 'Vanesa', NULL, 'Kojima', 'Rodríguez', '2021-04-28', FALSE),
(6450281, 'Raquel', 'Melina', 'Torvalds', 'Martínez', '1939-03-30', FALSE),
(2561833, 'Brisa', 'Abril', 'Pérez', NULL, '1929-02-16', FALSE),
(1491385, 'César', NULL, 'Milei', 'Acevedo', '1997-03-25', FALSE),
(2399372, 'Josefina', 'Estefanía', 'Machado', NULL, '1931-11-07', FALSE),
(7419459, 'Mathias', 'Tomás', 'Bonaventura', NULL, '2011-03-03', FALSE),
(2647106, 'Valentín', NULL, 'De León', 'Martínez', '1962-12-31', FALSE),
(7071182, 'Vicente', NULL, 'Torvalds', 'Sánchez', '1945-08-27', TRUE),
(2519247, 'Rafael', NULL, 'Saldaño', 'López', '1999-10-11', TRUE),
(1063804, 'Sebastián', 'Enzo', 'De León', 'Martínez', '2023-06-06', FALSE),
(2686334, 'Gustavo', 'Ricardo', 'Sativa', NULL, '1933-09-24', FALSE),
(6945358, 'Oscar', NULL, 'Sánchez', 'De la Pradera Cálida', '1940-05-24', FALSE),
(4547432, 'Pablo', 'Joaquín', 'Milei', 'Sativa', '1956-05-17', TRUE),
(5457426, 'Kevin', NULL, 'De la Pradera Cálida', 'Milei', '2011-12-06', FALSE),
(2537271, 'Tamara', NULL, 'Machado', 'Kirchner', '1990-02-06', TRUE),
(4166248, 'Gabriel', 'Valentín', 'De la Pradera Cálida', 'De Luque', '2021-10-22', TRUE),
(1444994, 'Olga', 'Brisa', 'Sánchez', NULL, '2017-11-29', TRUE),
(2690857, 'Clara', NULL, 'Rodríguez', NULL, '1974-12-09', FALSE),
(6065350, 'Ulises', 'Rodrigo', 'Castillo', NULL, '1964-01-18', FALSE),
(1248922, 'Natalia', 'Pamela', 'Acero', 'Correa', '1982-03-24', TRUE),
(4898595, 'Selena', 'Rocío', 'Martínez', NULL, '2016-10-03', TRUE),
(2261301, 'Paula', NULL, 'Ramírez', NULL, '2003-07-11', TRUE),
(7880755, 'Pablo', 'Joshua', 'Pérez', NULL, '2015-05-01', TRUE),
(1468527, 'Aitana', 'Aixa', 'Correa', NULL, '2012-05-26', FALSE),
(4513303, 'Emilia', NULL, 'Mesa', 'De León', '1941-12-20', FALSE),
(4068620, 'Guillermo', NULL, 'Torvalds', NULL, '1978-09-27', TRUE),
(1829556, 'Maximiliano', NULL, 'Ramírez', 'Sánchez', '2019-08-03', FALSE),
(6413844, 'Adrián', 'Rodrigo', 'Ramírez', 'Bonaventura', '1980-03-27', TRUE),
(5902211, 'Natalia', 'Florencia', 'Castillo', 'Rodríguez', '1926-10-20', FALSE),
(4543565, 'Adrián', 'Yago', 'Bonaventura', 'Bonaventura', '2009-08-12', TRUE),
(6242695, 'Malena', NULL, 'De León', NULL, '1960-10-22', FALSE),
(5428291, 'Serena', NULL, 'Silla', 'Sativa', '1958-03-01', FALSE),
(1918653, 'Verónica', NULL, 'De la Pradera Cálida', NULL, '1940-08-26', TRUE),
(4260145, 'Arturo', 'Maximiliano', 'González', NULL, '1946-05-02', FALSE),
(1398974, 'Norma', NULL, 'Sativa', 'Ramírez', '1943-01-02', FALSE),
(7799253, 'Emiliano', 'Gabriel', 'Cripto', 'De la Pradera Cálida', '1998-03-24', TRUE),
(7224437, 'Orlando', 'Alejandro', 'Correa', NULL, '1982-07-26', TRUE),
(5949100, 'Claudia', NULL, 'Castillo', NULL, '1941-04-03', FALSE),
(4572675, 'Natalia', NULL, 'Acero', 'López', '1939-07-23', FALSE),
(2041998, 'Rodrigo', 'Alejandro', 'Torvalds', NULL, '1926-06-07', FALSE),
(7523518, 'Bianca', 'Silvana', 'De la Pradera Cálida', 'Gómez', '1999-11-28', TRUE),
(5650428, 'Joni', NULL, 'Milei', NULL, '1945-10-16', FALSE),
(1238588, 'Inés', 'Victoria', 'De Luque', NULL, '2004-11-11', TRUE),
(1533227, 'Selena', 'Daniela', 'Pérez', 'Acevedo', '1943-11-01', FALSE),
(7523586, 'Brisa', 'Lidia', 'Saldaño', 'Kojima', '1967-02-25', TRUE),
(3229401, 'Alicia', 'Ivana', 'Acero', 'Martínez', '2013-04-25', TRUE),
(4645005, 'Juliana', 'Jessica', 'Cripto', NULL, '1938-10-29', FALSE),
(7823274, 'Alejandro', NULL, 'Castillo', NULL, '2013-05-11', FALSE),
(6248444, 'Damián', 'Gustavo', 'Pérez', 'Saldaño', '2014-11-09', FALSE),
(7137731, 'Brisa', 'María', 'Correa', 'Pomar', '1962-05-12', FALSE),
(7059108, 'Florencia', 'Ariadna', 'Torvalds', 'Pérez', '1958-08-30', FALSE),
(2841571, 'Claudia', NULL, 'López', 'Martínez', '1990-05-22', FALSE),
(1850671, 'Valentín', NULL, 'Acero', NULL, '2019-05-18', TRUE),
(4988898, 'Matías', 'Joshua', 'Castillo', 'Cripto', '1965-05-27', FALSE),
(3180415, 'Viviana', 'Zoe', 'Sativa', 'Pérez', '2006-01-05', TRUE),
(4864711, 'Mathias', 'Leonardo', 'Kojima', 'Ramírez', '1965-06-11', TRUE),
(7026401, 'Esteban', 'Camilo', 'González', 'Camión', '1953-01-16', FALSE),
(2998442, 'Ailén', NULL, 'Pérez', 'Mesa', '2022-02-14', TRUE),
(1039877, 'Simón', 'Gastón', 'Rodríguez', 'Kojima', '1972-02-08', TRUE),
(7191138, 'Alan', NULL, 'Acevedo', 'De Luque', '1996-09-19', TRUE),
(7242650, 'Joni', 'Rubén', 'Sánchez', 'Flores', '2011-05-19', TRUE),
(2760026, 'Silvia', NULL, 'Gómez', NULL, '1988-05-31', FALSE),
(5424183, 'Hugo', 'Bruno', 'Torvalds', 'Milei', '2000-09-03', FALSE),
(1911358, 'Baltasar', 'Eduardo', 'Bonaventura', 'Pérez', '1992-11-30', TRUE),
(1044597, 'Norma', NULL, 'Milei', NULL, '2018-08-25', TRUE),
(7638738, 'Gabriel', NULL, 'Sánchez', 'Gómez', '1964-04-23', TRUE),
(1791549, 'Joshua', 'Franco', 'Pérez', 'Acero', '1970-05-29', FALSE),
(3177559, 'Javier', 'Yago', 'De la Pradera Cálida', 'Acevedo', '1984-09-19', TRUE),
(1315851, 'Marisol', 'Viviana', 'Ramírez', 'Gómez', '1934-05-08', FALSE),
(2694863, 'Rafael', 'Rodrigo', 'Torres', 'De León', '1990-01-02', TRUE),
(6327296, 'Viviana', 'Victoria', 'Sativa', 'Rodríguez', '1956-12-17', TRUE),
(2951665, 'Martín', NULL, 'De León', 'Pérez', '1966-10-23', FALSE),
(3641007, 'Yolanda', NULL, 'Torvalds', 'Pérez', '1999-11-04', TRUE),
(6999908, 'Kevin', 'Mariano', 'Correa', 'Castillo', '1942-04-19', FALSE),
(4984951, 'Clara', 'Aitana', 'De Luque', 'Torres', '1942-03-23', TRUE),
(7145249, 'Joaquín', 'Luis', 'Correa', 'Sativa', '1993-10-20', FALSE),
(7282890, 'Fernanda', NULL, 'Rodríguez', 'Torres', '1956-10-30', FALSE),
(2855558, 'Renata', NULL, 'González', 'Rodríguez', '1957-07-16', FALSE),
(1561738, 'Ariadna', 'Fernanda', 'De León', 'Martínez', '1937-03-26', TRUE),
(1813091, 'Aixa', NULL, 'Correa', 'Milei', '2005-08-17', TRUE),
(6394715, 'Consuelo', 'Violeta', 'Cripto', 'De León', '1965-04-29', TRUE),
(2654610, 'Emiliano', 'Simón', 'Torvalds', NULL, '1980-10-20', FALSE),
(3949176, 'Abril', 'Gabriela', 'Sativa', 'Cripto', '1958-10-30', FALSE),
(6685409, 'Alejandro', NULL, 'Milei', 'De la Pradera Cálida', '1952-09-10', FALSE),
(5644771, 'Nicolás', NULL, 'Pomar', 'Torvalds', '1977-12-25', TRUE),
(5918538, 'Evelyn', NULL, 'De la Pradera Cálida', 'Cripto', '2012-10-16', FALSE),
(4141943, 'Gastón', 'Adolfo', 'Mesa', 'Sánchez', '1956-02-22', TRUE),
(6861361, 'Ignacio', NULL, 'Acevedo', NULL, '1954-09-09', TRUE),
(3807413, 'Tamara', NULL, 'Kojima', 'Cripto', '1980-06-20', TRUE),
(7998546, 'Yago', NULL, 'Sánchez', 'Sativa', '1958-11-29', TRUE),
(4611367, 'Joaquín', 'Omar', 'Torvalds', 'Cripto', '1936-06-18', TRUE),
(4593504, 'Leticia', 'Josefina', 'Machado', 'Pérez', '2001-05-22', FALSE),
(1131438, 'Sol', 'Carolina', 'Sánchez', 'Flores', '1969-02-25', FALSE),
(3243639, 'Gastón', NULL, 'Kirchner', 'Pérez', '1925-12-23', FALSE),
(6806556, 'Alberto', NULL, 'Sativa', NULL, '1979-07-24', TRUE),
(3654503, 'Joaquín', NULL, 'Bonaventura', NULL, '1998-04-12', TRUE),
(2765325, 'Brisa', 'Julieta', 'Gómez', 'Silla', '2008-09-03', FALSE),
(3667581, 'Mirta', 'Milagros', 'Kirchner', NULL, '1983-12-31', TRUE),
(1439695, 'Aurelia', NULL, 'Acero', 'Camión', '2015-02-23', TRUE),
(7833473, 'Tamara', 'Sara', 'Martínez', 'González', '1960-06-02', FALSE),
(3782633, 'Jessica', 'Brisa', 'Silla', 'Gómez', '2010-03-21', FALSE),
(7603750, 'Raúl', 'Jorge', 'Pomar', 'De Luque', '2005-02-18', TRUE),
(7772514, 'Victoria', 'Milagros', 'López', 'Cripto', '1959-06-22', TRUE),
(1541653, 'Patricio', NULL, 'López', 'Sativa', '2004-11-17', TRUE),
(6686568, 'Agustina', 'Martina', 'González', 'Flores', '1981-07-16', TRUE),
(7158256, 'Tomás', NULL, 'Pérez', 'Machado', '2022-01-21', FALSE),
(7663623, 'Gastón', NULL, 'López', 'Pomar', '1964-10-03', TRUE),
(2341729, 'Tamara', 'Andrea', 'Flores', NULL, '1963-09-03', FALSE),
(4573210, 'Melisa', NULL, 'Sánchez', 'Saldaño', '2012-12-23', FALSE),
(4747938, 'Martín', NULL, 'Correa', 'Acevedo', '1974-11-28', FALSE),
(1381400, 'Valentino', NULL, 'Torvalds', 'Martínez', '1949-05-27', TRUE),
(7656439, 'Mercedes', NULL, 'Sativa', NULL, '2003-03-26', FALSE),
(6811723, 'Mateo', NULL, 'Ramírez', 'Correa', '1948-10-04', TRUE),
(3704356, 'Mara', 'Marisol', 'Torvalds', 'Torres', '1992-08-15', TRUE),
(2711281, 'Yolanda', 'Ariadna', 'Ramírez', NULL, '2000-07-22', TRUE),
(2272948, 'Rocío', 'Cecilia', 'Rodríguez', NULL, '2018-09-17', FALSE),
(6572580, 'Melisa', NULL, 'Torvalds', NULL, '1956-12-06', TRUE),
(2208469, 'Ailén', 'Florencia', 'Saldaño', 'Machado', '2004-08-01', TRUE),
(7306641, 'Daniela', 'Julieta', 'Pérez', NULL, '1955-10-20', TRUE),
(4858835, 'Orlando', NULL, 'Sativa', NULL, '2009-05-06', FALSE),
(1156836, 'Camilo', 'Eduardo', 'González', NULL, '2016-08-13', FALSE),
(6565605, 'Guillermo', 'Ulises', 'Flores', 'Torvalds', '1978-04-19', FALSE),
(6460282, 'Joni', 'Mario', 'Bonaventura', 'López', '1941-07-24', TRUE),
(7840423, 'Lucas', NULL, 'Kirchner', 'González', '1969-02-21', TRUE),
(6361301, 'Rubén', 'Daniel', 'Saldaño', 'Sánchez', '2016-03-22', TRUE),
(1085214, 'Aldana', NULL, 'Cripto', 'Sánchez', '1951-08-05', TRUE),
(7530729, 'Diego', NULL, 'Castillo', 'Acero', '1946-08-21', TRUE),
(2082689, 'Antonella', 'Natalia', 'Pérez', NULL, '1989-11-29', TRUE),
(1596909, 'Evelyn', 'Genyfer', 'González', 'López', '1953-07-14', TRUE),
(2248921, 'Silvana', 'Romina', 'Saldaño', 'De la Pradera Cálida', '1987-01-29', FALSE),
(2674322, 'Agueda', 'Serena', 'Saldaño', 'González', '1953-05-29', FALSE),
(5045806, 'Romina', 'Delfina', 'Acero', 'Camión', '1962-12-25', FALSE),
(4080707, 'Guillermo', 'Andrés', 'Martínez', NULL, '1928-03-26', TRUE),
(2229843, 'Ivana', 'Martina', 'Silla', NULL, '1974-02-28', FALSE),
(5683614, 'Valentino', 'Luciano', 'Camión', 'Flores', '1930-06-11', FALSE),
(1899105, 'Tomás', 'Sebastián', 'Torvalds', 'Pérez', '1969-09-20', FALSE),
(7678760, 'Santiago', 'Fabián', 'De la Pradera Cálida', 'Cripto', '2024-02-18', FALSE),
(5331782, 'Sofía', NULL, 'González', NULL, '1936-09-01', TRUE),
(1674259, 'Jessica', 'Selena', 'Machado', 'Acero', '2013-05-27', FALSE),
(4480816, 'Rocío', 'Carla', 'De Luque', 'Silla', '1979-01-02', TRUE),
(5193981, 'Joni', 'Alfonso', 'Camión', 'Castillo', '1930-03-12', FALSE),
(1170184, 'Yolanda', NULL, 'Kirchner', 'Kojima', '1991-11-30', TRUE),
(3084775, 'Patricio', 'Brashan', 'Ramírez', 'Milei', '2013-08-08', TRUE),
(4595324, 'Selena', 'Teresa', 'Camión', 'Kirchner', '1987-12-17', TRUE),
(7100166, 'Violeta', NULL, 'Torvalds', 'Pérez', '1932-05-09', TRUE),
(7284273, 'Selena', 'Silvia', 'Torvalds', 'Sativa', '1955-12-03', TRUE),
(2143877, 'Ariadna', 'Mirta', 'Machado', 'Castillo', '2020-03-05', FALSE),
(7950012, 'Vanesa', NULL, 'Gómez', 'Rodríguez', '1941-10-28', FALSE),
(2411107, 'Irene', NULL, 'Gómez', NULL, '1931-03-10', FALSE),
(5015976, 'Maximiliano', 'Bruno', 'Torvalds', 'Cripto', '1999-09-07', TRUE),
(5106159, 'Valentina', 'Serena', 'Camión', 'Kirchner', '1947-03-21', TRUE),
(2162904, 'Lorena', NULL, 'De Luque', 'De la Pradera Cálida', '1938-09-10', FALSE),
(3126971, 'María', 'Emilia', 'Castillo', NULL, '2004-02-17', TRUE),
(5102299, 'Omar', NULL, 'Machado', NULL, '1967-07-12', FALSE),
(1716503, 'Tobías', 'Alan', 'Bonaventura', 'Rodríguez', '1984-06-18', TRUE),
(5121039, 'Marisol', 'Yolanda', 'Martínez', 'Acero', '2009-11-13', TRUE),
(5692409, 'Luciano', 'Tobías', 'Martínez', 'Gómez', '1999-08-27', FALSE),
(5034041, 'Valentino', 'Juan', 'Ramírez', 'Saldaño', '1978-08-10', TRUE),
(6280965, 'Emiliano', NULL, 'Bonaventura', 'Pomar', '1952-03-25', TRUE),
(3367003, 'Daniela', NULL, 'Sánchez', 'Acevedo', '1940-04-29', TRUE),
(7454225, 'Alberto', 'Orlando', 'Gómez', 'Acevedo', '1982-02-21', TRUE),
(6656481, 'Yamila', 'Mía', 'Ramírez', 'De Luque', '1986-07-25', TRUE),
(5013894, 'Matías', 'Marcos', 'Kojima', NULL, '1931-07-02', FALSE),
(4519437, 'Leandro', NULL, 'Camión', 'Cripto', '2011-09-24', TRUE),
(5712782, 'Zacarías', NULL, 'Kojima', 'Torvalds', '1960-11-08', TRUE),
