INSERT INTO Ciudadano (id, primer_nombre, segundo_nombre, primer_apellido, segundo_apellido, fecha_nacimiento, esta_vivo) VALUES
(4815910, 'Agustina', 'Tamara', 'Ramírez', 'Correa', '2010-01-23', TRUE),
(3166538, 'Leonardo', 'Tobías', 'Silla', 'De Luque', '1986-04-08', TRUE),
(7947999, 'Abril', NULL, 'Milei', NULL, '1977-11-18', TRUE),
(2768547, 'Ricardo', NULL, 'De la Pradera Cálida', 'De Luque', '1943-07-01', TRUE),
(5842024, 'Hugo', 'Enzo', 'Correa', 'De Luque', '1998-09-18', TRUE),
(3615883, 'Mathias', 'Marcos', 'Pérez', 'De Luque', '1993-06-29', TRUE),
(4069037, 'Julieta', NULL, 'Kirchner', 'Martínez', '1961-05-11', TRUE),
(4243770, 'Samuel', 'Wilfredo', 'Cripto', NULL, '1997-10-29', TRUE),
(6799718, 'Fátima', 'Selena', 'López', 'Mesa', '1937-02-10', TRUE),
(3432317, 'Guillermo', NULL, 'De la Pradera Cálida', NULL, '1987-08-06', TRUE),
(7155392, 'Mía', NULL, 'Acero', NULL, '2001-03-31', TRUE),
(6689830, 'Melisa', 'Guadalupe', 'Acevedo', 'Mesa', '2016-09-26', TRUE),
(1281243, 'Guadalupe', NULL, 'Gómez', NULL, '1975-12-03', TRUE),
(4227870, 'Ignacio', NULL, 'Milei', 'Bonaventura', '1990-05-23', TRUE),
(1988633, 'Lucas', NULL, 'Kojima', 'Kojima', '1938-05-07', TRUE),
(4384590, 'Baltasar', NULL, 'Flores', 'Bonaventura', '1989-01-26', TRUE),
(2595030, 'Zoe', NULL, 'Acero', 'Kojima', '2000-12-15', TRUE),
(1751550, 'Axel', NULL, 'Camión', NULL, '1963-06-23', TRUE),
(7415160, 'Valentina', NULL, 'Cripto', 'Sativa', '1984-06-11', TRUE),
(5730343, 'Sandra', 'Bárbara', 'Correa', 'Acevedo', '1997-01-04', TRUE),
(4607059, 'Luciano', NULL, 'Cripto', 'Bonaventura', '1974-11-25', TRUE),
(7166282, 'Guillermo', 'Martín', 'Ramírez', NULL, '2015-09-27', TRUE),
(5821197, 'Cecilia', 'Paula', 'Torvalds', 'Pomar', '1932-05-25', TRUE),
(3464338, 'Ivana', 'Romina', 'Milei', 'De León', '1935-03-19', TRUE),
(4326255, 'Armando', 'Jacobo', 'Sánchez', 'De Luque', '1934-12-20', TRUE),
(4998111, 'Yago', NULL, 'Pérez', 'Torres', '1994-01-18', TRUE),
(3603782, 'Daniel', 'Esteban', 'Rodríguez', 'Correa', '1943-03-15', TRUE),
(7613594, 'Hugo', 'Agustín', 'Pérez', 'Cripto', '1972-06-06', TRUE),
(7498373, 'Lorena', NULL, 'Sánchez', 'Sánchez', '1960-11-02', TRUE),
(2697246, 'Armando', NULL, 'Castillo', 'Acevedo', '2010-02-17', TRUE),
(7847023, 'Mercedes', 'Patricia', 'Martínez', NULL, '1961-10-30', TRUE),
(4191825, 'Isabela', 'Marina', 'De la Pradera Cálida', 'Kirchner', '1966-03-11', TRUE),
(7329953, 'Teo', 'Emmanuel', 'Castillo', 'Bonaventura', '1993-11-06', TRUE),
(3798609, 'Consuelo', NULL, 'Pérez', 'Saldaño', '2010-12-06', TRUE),
(4808572, 'Nicolás', NULL, 'González', 'Torres', '2015-10-03', TRUE),
(2280586, 'Carolina', NULL, 'Rodríguez', 'De León', '2000-08-06', TRUE),
(4932752, 'Sara', 'Claudia', 'Torres', 'López', '1940-12-29', TRUE),
(5832547, 'Consuelo', NULL, 'López', NULL, '1969-11-02', TRUE),
(3566084, 'Pamela', 'Julieta', 'Rodríguez', 'De León', '1962-01-15', TRUE),
(5332693, 'Teresa', 'Melina', 'Sativa', NULL, '1965-08-12', TRUE),
(2545169, 'Armando', NULL, 'González', 'Acevedo', '1963-04-05', TRUE),
(7732624, 'Francisco', 'Valentino', 'Ramírez', NULL, '1948-02-06', TRUE),
(5497428, 'Guadalupe', NULL, 'Acero', NULL, '1993-06-24', TRUE),
(6823104, 'Matías', NULL, 'Cripto', NULL, '2018-06-16', TRUE),
(7150303, 'Abril', NULL, 'Saldaño', 'Correa', '2005-05-17', TRUE),
(6700393, 'Cecilia', NULL, 'De León', 'Torvalds', '2012-06-12', TRUE),
(1467473, 'Leonardo', NULL, 'Silla', 'Cripto', '1955-06-19', TRUE),
(6936804, 'Adolfo', 'Valentino', 'De Luque', 'Milei', '2024-05-17', TRUE),
(3741671, 'Omar', 'Emmanuel', 'Rodríguez', 'Kojima', '1971-05-24', TRUE),
(3494727, 'Consuelo', 'Valentina', 'Kojima', 'Bonaventura', '2017-05-17', TRUE),
(3673103, 'Gabriela', 'Melina', 'López', 'Camión', '1988-10-20', TRUE),
(4142175, 'Ernesto', NULL, 'Flores', 'Torvalds', '1995-07-11', TRUE),
(2847759, 'Catalina', NULL, 'López', 'Correa', '1984-06-15', TRUE),
(5328747, 'Alejandro', 'Matías', 'Ramírez', 'Cripto', '1931-06-15', TRUE),
(1033008, 'Mara', 'Brenda', 'Kojima', 'Mesa', '1959-10-30', TRUE),
(6696055, 'Benjamín', 'Nicolás', 'Saldaño', 'Flores', '1974-12-08', TRUE),
(1231679, 'Silvia', 'Rocío', 'De Luque', NULL, '1976-02-26', TRUE),
(7268223, 'Mara', NULL, 'Camión', NULL, '1980-04-02', TRUE),
(6968582, 'Renata', NULL, 'Acevedo', NULL, '2018-05-17', TRUE),
(3997881, 'Teresa', NULL, 'Gómez', 'Martínez', '1978-05-10', TRUE),
(7159415, 'Delfina', NULL, 'Kojima', NULL, '1957-06-21', TRUE),
(6704557, 'Pedro', NULL, 'Pomar', 'Acero', '1958-06-15', TRUE),
(5608432, 'Javier', NULL, 'Ramírez', 'Camión', '2012-05-17', TRUE),
(4003849, 'Mirta', NULL, 'López', NULL, '1928-07-06', TRUE),
(7100236, 'Enzo', NULL, 'Castillo', 'Saldaño', '1945-02-25', TRUE),
(1040140, 'Marisol', NULL, 'Castillo', NULL, '2006-11-09', TRUE),
(6072344, 'Luz', 'Beatriz', 'Torres', NULL, '1937-09-23', TRUE),
(4680762, 'Javier', 'Enzo', 'Kojima', 'Kirchner', '1953-11-29', TRUE),
(1092019, 'Abril', NULL, 'Camión', 'Ramírez', '1929-03-02', TRUE),
(7029196, 'Gustavo', NULL, 'Gómez', 'Camión', '1954-01-15', TRUE),
(6829613, 'Ivana', 'Ivana', 'Martínez', NULL, '1931-01-08', TRUE),
(2859517, 'Salvador', 'Thiago', 'De León', 'De León', '1981-06-01', TRUE),
(7623371, 'Arturo', 'Ramiro', 'Flores', 'López', '2017-12-20', TRUE),
(5130257, 'Fabián', NULL, 'Mesa', 'Pérez', '2019-04-21', TRUE),
(2267432, 'Josefina', 'Clara', 'Silla', 'Bonaventura', '1998-05-04', TRUE),
(7976294, 'Iván', 'Dante', 'Martínez', NULL, '2007-04-25', TRUE),
(6123578, 'Damián', 'Valentín', 'Silla', 'Ramírez', '2004-03-04', TRUE),
(6079599, 'Ernesto', 'Walter', 'Correa', 'Cripto', '2021-09-23', TRUE),
(7794175, 'Germán', 'Zacarías', 'Torres', NULL, '1936-01-26', TRUE),
(3204150, 'Elena', 'Cecilia', 'Sánchez', 'Silla', '2012-03-26', TRUE),
(1188722, 'Bárbara', NULL, 'Martínez', 'Ramírez', '1963-04-14', TRUE),
(5940513, 'Federico', NULL, 'Castillo', 'Ramírez', '2023-05-03', TRUE),
(3570476, 'Luciano', NULL, 'De la Pradera Cálida', 'Saldaño', '1981-02-20', TRUE),
(3726265, 'Luciano', 'Mathias', 'Ramírez', NULL, '2016-07-16', TRUE),
(7418879, 'Melisa', NULL, 'Kirchner', 'Camión', '1953-11-08', TRUE),
(4218552, 'Claudia', 'Ailén', 'Machado', 'Gómez', '2017-06-15', TRUE),
(5943594, 'Felipe', NULL, 'Acero', NULL, '1945-11-18', TRUE),
(2299625, 'Matias', 'Hernán', 'Cripto', 'Martínez', '2018-12-17', TRUE),
(3166059, 'Tamara', NULL, 'De Luque', 'Acero', '2025-05-16', TRUE),
(1630753, 'Baltasar', 'Armando', 'Milei', 'Silla', '1954-01-25', TRUE),
(4014636, 'Joni', 'Alberto', 'Sativa', 'Mesa', '1947-06-27', TRUE),
(2376996, 'Lisandro', NULL, 'Silla', NULL, '1977-03-14', TRUE),
(5671924, 'Lara', NULL, 'López', NULL, '1973-10-06', TRUE),
(5304585, 'Mario', 'Emiliano', 'Correa', 'Acero', '1947-08-30', TRUE),
(1491572, 'Franco', 'Sergio', 'Sánchez', 'Martínez', '1964-01-13', TRUE),
(2934871, 'Hugo', 'Joaquín', 'Sativa', 'Silla', '1943-11-27', TRUE),
(2629906, 'Tobías', NULL, 'Saldaño', NULL, '1929-02-07', TRUE),
(6561419, 'Malena', 'Ivana', 'Acevedo', NULL, '1988-05-22', TRUE),
(1589904, 'Martina', 'Vanesa', 'Correa', 'Sánchez', '1941-12-24', TRUE),
(3767434, 'Elena', 'Melisa', 'Torvalds', NULL, '1994-06-23', TRUE),
(5668138, 'Iván', NULL, 'González', 'Ramírez', '1932-12-08', TRUE),
(4310423, 'Cristian', NULL, 'Flores', NULL, '1951-12-28', TRUE),
(4873488, 'Isabela', NULL, 'Cripto', NULL, '1977-05-14', TRUE),
(3135779, 'Paula', 'Luz', 'Milei', NULL, '1954-06-26', TRUE),
(4382331, 'Gabriela', 'Gabriela', 'González', NULL, '1991-12-28', TRUE),
(6287071, 'Isabela', NULL, 'Acevedo', 'Sativa', '2002-01-14', TRUE),
(3001239, 'Brisa', NULL, 'Mesa', NULL, '1943-07-08', TRUE),
(7467291, 'Ariana', 'Mercedes', 'Milei', 'Martínez', '2023-04-13', TRUE),
(4989594, 'Gustavo', 'Sebastián', 'López', NULL, '2016-11-19', TRUE),
(2425461, 'Dante', 'Leandro', 'Camión', 'Acero', '1953-11-30', TRUE),
(5253966, 'Mercedes', 'Luz', 'Camión', 'Pérez', '1994-10-24', TRUE),
(6637535, 'Lorena', 'Isabela', 'Silla', 'Flores', '1968-03-22', TRUE),
(2377121, 'Alfonso', NULL, 'De la Pradera Cálida', NULL, '1940-11-20', TRUE),
(3699392, 'Raquel', 'Ariana', 'López', NULL, '1973-07-17', TRUE),
(4885311, 'Consuelo', 'Ailén', 'Castillo', NULL, '1962-06-05', TRUE),
(3610157, 'Jimena', 'Renata', 'De León', 'Flores', '1993-11-27', TRUE),
(2430447, 'Mario', 'Mariano', 'Bonaventura', 'Gómez', '1987-06-17', TRUE),
(1322252, 'Teo', 'Julio', 'Correa', 'Pérez', '2021-08-15', TRUE),
(3739034, 'Emiliano', 'Jacobo', 'Saldaño', 'Acero', '1960-08-14', TRUE),
(4031191, 'Adrián', 'Renzo', 'Mesa', NULL, '1969-11-18', TRUE),
(2872565, 'Joshua', NULL, 'Machado', 'De León', '1949-06-19', TRUE),
(2213793, 'Gabriela', 'Eugenia', 'Martínez', 'Mesa', '1929-10-27', TRUE),
(4746148, 'Sergio', NULL, 'Flores', NULL, '1928-12-15', TRUE),
(5251114, 'Inés', 'Sandra', 'Gómez', 'Acero', '1937-02-23', TRUE),
(3831252, 'Noelia', 'María', 'Torres', 'Torvalds', '1991-02-27', TRUE),
(6680360, 'Noelia', NULL, 'Rodríguez', 'Acevedo', '1927-10-08', TRUE),
(2438979, 'Josefina', 'Susana', 'Mesa', 'Gómez', '2022-12-23', TRUE),
(3051173, 'Susana', 'Mara', 'Ramírez', NULL, '1974-07-28', TRUE),
(2530832, 'Julieta', 'Nadia', 'Pérez', 'Mesa', '1964-04-23', TRUE),
(7814642, 'Hugo', 'Teo', 'Martínez', 'Torres', '1984-03-06', TRUE),
(1845557, 'Juan', 'Leonardo', 'Torvalds', NULL, '1979-01-08', TRUE),
(2084340, 'Aldana', 'Carolina', 'Castillo', 'Cripto', '1993-08-18', TRUE),
(2204001, 'Mariela', 'Isabela', 'Torvalds', 'Pérez', '1955-05-25', TRUE),
(3010417, 'Alicia', NULL, 'Pomar', NULL, '1931-01-22', TRUE),
(3657303, 'Ernesto', 'Camilo', 'Saldaño', 'Martínez', '1968-08-03', TRUE),
(4220485, 'Gabriela', NULL, 'Silla', 'Rodríguez', '1968-07-29', TRUE),
(7046504, 'Selena', NULL, 'Cripto', 'Acero', '1999-11-30', TRUE),
(7534854, 'Oscar', 'Elías', 'De la Pradera Cálida', 'Torvalds', '1933-09-25', TRUE),
(4724004, 'Ulises', 'Felipe', 'Sativa', 'Martínez', '1942-06-18', TRUE),
(4473314, 'Abril', 'Lucía', 'Correa', NULL, '1946-06-11', TRUE),
(7382691, 'Bruno', 'Walter', 'Sativa', 'De Luque', '1994-03-16', TRUE),
(2209500, 'Isabela', NULL, 'Flores', 'De León', '1962-05-20', TRUE),
(2195765, 'Luciano', NULL, 'Torres', 'Cripto', '2006-11-13', TRUE),
(6156169, 'Marcos', 'Axel', 'Castillo', 'Milei', '1955-04-02', TRUE),
(7574672, 'Simón', 'Pablo', 'De Luque', 'De Luque', '1995-01-01', TRUE),
(3234865, 'Catalina', NULL, 'Saldaño', NULL, '1991-07-13', TRUE),
(7024326, 'Celeste', NULL, 'De la Pradera Cálida', 'Camión', '1996-10-29', TRUE),
(7046269, 'Aurelia', 'Ivana', 'Camión', 'Martínez', '1982-06-02', TRUE),
(5327710, 'Ariana', 'Jimena', 'Milei', NULL, '1999-01-05', TRUE),
(5399954, 'Florencia', 'Melisa', 'Pomar', NULL, '1927-05-09', TRUE),
(1901154, 'Julio', 'Enzo', 'González', 'Kirchner', '1982-03-17', TRUE),
(5037376, 'Bárbara', NULL, 'Cripto', 'Machado', '1942-10-28', TRUE),
(1827855, 'Paula', NULL, 'Camión', NULL, '2020-05-31', TRUE),
(4559148, 'Agustina', NULL, 'Silla', 'Bonaventura', '1985-01-30', TRUE),
(7726822, 'Renzo', 'Joshua', 'Mesa', 'Saldaño', '2005-08-19', TRUE),
(5467474, 'Emmanuel', 'Damián', 'Martínez', 'Rodríguez', '1999-07-17', TRUE),
(2529692, 'Sol', 'Sol', 'Milei', 'Kirchner', '1930-04-18', TRUE),
(4154861, 'Francisco', NULL, 'Bonaventura', NULL, '1993-12-07', TRUE),
(5953376, 'Leandro', NULL, 'Kirchner', NULL, '1944-06-19', TRUE),
(4970721, 'Selena', NULL, 'Torvalds', NULL, '1979-09-22', TRUE),
(2209328, 'Pablo', 'Fernando', 'De la Pradera Cálida', NULL, '1959-11-15', TRUE),
(2031811, 'Mateo', 'Adolfo', 'Gómez', NULL, '1941-07-20', TRUE),
(4756328, 'Facundo', NULL, 'Silla', 'González', '1942-08-05', TRUE),
(6753247, 'Lucas', NULL, 'Kirchner', NULL, '1983-07-20', TRUE),
(6046147, 'Patricio', 'Adolfo', 'Kirchner', 'De Luque', '1931-08-19', TRUE),
(2924431, 'Rosa', 'Julieta', 'Castillo', NULL, '1989-09-17', TRUE),
(7479405, 'Valentín', 'Lisandro', 'Sativa', 'Silla', '2020-05-23', TRUE),
(1075412, 'Kevin', NULL, 'Correa', NULL, '1958-08-25', TRUE),
(7472458, 'Emiliano', 'Samuel', 'Camión', 'Rodríguez', '1929-07-27', TRUE),
(5727559, 'Silvana', NULL, 'Kirchner', NULL, '1956-08-24', TRUE),
(7018348, 'Valentín', NULL, 'Silla', 'De la Pradera Cálida', '1977-07-10', TRUE),
(2959786, 'Ramiro', NULL, 'Kirchner', 'Flores', '1972-05-24', TRUE),
(5082052, 'Abril', 'Ariadna', 'Pomar', 'Saldaño', '1946-03-25', TRUE),
(4343620, 'Rosa', 'Yolanda', 'Ramírez', NULL, '1934-10-12', TRUE),
(6086746, 'Marina', 'Mariela', 'Saldaño', 'Ramírez', '1970-03-01', TRUE),
(5187418, 'Lidia', 'Candelaria', 'Flores', NULL, '2001-07-21', TRUE),
(4253319, 'Enzo', NULL, 'López', 'López', '2006-09-12', TRUE),
(1053189, 'Mateo', 'Yago', 'Ramírez', 'Acevedo', '1942-06-07', TRUE),
(7274744, 'Daniel', 'Axel', 'Kojima', 'Camión', '2006-01-01', TRUE),
(3524919, 'Lisandro', 'Matias', 'Torres', 'De Luque', '1985-12-02', TRUE),
(1174681, 'Raúl', NULL, 'Gómez', NULL, '1948-02-29', TRUE),
(2871097, 'Brenda', NULL, 'Gómez', 'Castillo', '2003-03-01', TRUE),
(5906279, 'Tobías', 'Ernesto', 'Flores', 'González', '1928-10-23', TRUE),
(5980671, 'Aldana', NULL, 'Acevedo', 'Rodríguez', '1976-03-22', TRUE),
(7646019, 'Eduardo', 'Orlando', 'Milei', 'Martínez', '1969-03-01', TRUE),
(5333385, 'Gastón', NULL, 'Castillo', 'Machado', '2012-02-14', TRUE),
(5636531, 'Mónica', NULL, 'De León', 'González', '2012-09-18', TRUE),
(6444391, 'Olga', 'Melina', 'Bonaventura', 'Pomar', '1979-07-30', TRUE),
(4531164, 'Carla', 'Milagros', 'Kojima', 'Machado', '1973-12-15', TRUE),
(1798976, 'Hernán', 'Vicente', 'Rodríguez', 'Cripto', '1927-04-13', TRUE),
(5325711, 'Selena', 'Marta', 'Torvalds', 'Rodríguez', '1972-01-13', TRUE),
(6699107, 'Juliana', 'Renata', 'Flores', 'Sativa', '1965-11-22', TRUE),
(1317790, 'Patricia', 'Raquel', 'Ramírez', NULL, '1987-07-08', TRUE),
(2309210, 'Vicente', NULL, 'Castillo', 'De Luque', '1947-01-26', TRUE),
(5967761, 'Iván', NULL, 'Machado', 'Mesa', '1965-09-02', TRUE),
(7240695, 'Hugo', NULL, 'De la Pradera Cálida', NULL, '2009-11-12', TRUE),
(5507501, 'Camilo', 'Daniel', 'González', 'Gómez', '1930-03-28', TRUE),
(2474043, 'Renata', 'Melisa', 'Rodríguez', 'Correa', '2014-08-20', TRUE),
(1503716, 'Agustín', NULL, 'Silla', 'Pomar', '1958-10-03', TRUE),
(6375254, 'Renzo', 'Rafael', 'Castillo', 'Camión', '2015-10-16', TRUE),
(6824803, 'Lara', NULL, 'Acevedo', NULL, '1956-08-31', TRUE),
(5940459, 'Agustín', 'Dante', 'Martínez', 'López', '2022-04-12', TRUE),
(6750153, 'Martina', NULL, 'Acero', 'Milei', '1966-08-23', TRUE),
(4691180, 'Verónica', NULL, 'Martínez', 'Machado', '1963-07-12', TRUE),
(5769475, 'Oscar', NULL, 'Torres', 'Rodríguez', '1941-10-11', TRUE),
(2966780, 'Pedro', 'Mateo', 'González', 'De la Pradera Cálida', '1953-07-03', TRUE),
(2590331, 'Manuel', 'Mathias', 'Machado', 'Cripto', '1927-10-30', TRUE),
(4058493, 'Sandra', NULL, 'De León', 'Torres', '1939-07-01', TRUE),
(3027367, 'Joaquín', NULL, 'De Luque', 'Silla', '1995-07-11', TRUE),
(2486791, 'Vicente', 'Mario', 'De la Pradera Cálida', NULL, '2018-09-22', TRUE),
(1139202, 'Olga', 'Teresa', 'Bonaventura', NULL, '1945-05-21', TRUE),
(5611328, 'Sol', 'Yolanda', 'Martínez', NULL, '1997-08-07', TRUE),
(3306876, 'Javier', 'Alfonso', 'Gómez', 'Machado', '1934-10-23', TRUE),
(3098447, 'Elena', 'Aldana', 'Sativa', 'Pérez', '1980-07-05', TRUE),
(1358503, 'Walter', NULL, 'Mesa', NULL, '1959-05-16', TRUE),
(4485173, 'Lidia', 'Florencia', 'Bonaventura', NULL, '2013-01-10', TRUE),
(1235421, 'Ana', 'Violeta', 'De Luque', 'Milei', '1957-01-20', TRUE),
(4535381, 'Carlos', 'Renzo', 'Kirchner', NULL, '2020-09-19', TRUE),
(7952744, 'Miguel', NULL, 'Pomar', 'Saldaño', '1960-08-11', TRUE),
(6171486, 'Raquel', 'Tamara', 'Correa', 'Cripto', '1976-07-27', TRUE),
(5569330, 'Joshua', 'Daniel', 'Martínez', 'De León', '1958-10-14', TRUE),
(5391151, 'Santiago', 'Juan', 'Acero', 'Kirchner', '1925-11-08', TRUE),
(7065002, 'Hernán', 'Mauro', 'Pérez', NULL, '1955-04-28', TRUE),
(3287107, 'Damián', 'Arturo', 'De León', NULL, '1937-01-12', TRUE),
(2011297, 'Renata', NULL, 'Acero', NULL, '1952-08-15', TRUE),
(4880127, 'Ignacio', NULL, 'Rodríguez', 'De León', '1977-10-23', TRUE),
(3757356, 'Inés', NULL, 'Martínez', 'Rodríguez', '1960-08-02', TRUE),
(1913231, 'Emiliano', 'Adrián', 'Torvalds', NULL, '1966-07-18', TRUE),
(4692199, 'Verónica', NULL, 'López', 'Acero', '2021-11-11', TRUE),
(3206963, 'Agustina', 'Serena', 'Cripto', 'Sativa', '2001-01-10', TRUE),
(3574514, 'Estefanía', 'Magalí', 'Mesa', 'Milei', '2003-09-30', TRUE),
(2328229, 'Victoria', 'Vanesa', 'López', NULL, '1943-04-04', TRUE),
(5801089, 'Damián', NULL, 'Torvalds', NULL, '1942-01-08', TRUE),
(3785712, 'Diego', 'Gabriel', 'López', 'Silla', '1992-12-20', TRUE),
(5400856, 'Violeta', 'Norma', 'López', 'Martínez', '1956-12-31', TRUE),
(1285502, 'Esteban', 'Kevin', 'Torres', 'Sánchez', '1945-03-08', TRUE),
(4555001, 'Andrea', 'Marina', 'Martínez', NULL, '1985-01-17', TRUE),
(4991755, 'Raúl', 'Ramiro', 'Saldaño', 'González', '1944-08-25', TRUE),
(2557224, 'Simón', NULL, 'Pomar', 'Camión', '1962-08-21', TRUE),
(5062743, 'Camilo', 'Ramiro', 'López', 'López', '1977-05-05', TRUE),
(6598766, 'Brenda', 'Ana', 'Acero', NULL, '1928-05-30', TRUE),
(1202389, 'Lara', NULL, 'Bonaventura', 'Mesa', '2003-01-09', TRUE),
(5094034, 'Beatriz', 'Jessica', 'Acero', 'Kirchner', '1973-08-03', TRUE),
(1130142, 'Lautaro', 'Joaquín', 'Torvalds', 'Kojima', '1971-02-05', TRUE),
(3290547, 'Delfina', 'Claudia', 'Correa', 'Saldaño', '2016-10-12', TRUE),
(3940837, 'Sofía', NULL, 'Silla', NULL, '1939-02-27', TRUE),
(3876395, 'Lisandro', 'Lisandro', 'López', NULL, '1973-06-11', TRUE),
(6475164, 'Salvador', 'Manuel', 'Castillo', 'Kojima', '1957-11-17', TRUE),
(5214526, 'Consuelo', 'Sandra', 'Milei', 'Bonaventura', '1995-03-11', TRUE),
(4872774, 'Alicia', 'Aurelia', 'Acevedo', NULL, '1960-05-30', TRUE),
(2788345, 'Verónica', NULL, 'De la Pradera Cálida', 'Milei', '1942-03-18', TRUE),
(4219094, 'Julieta', 'Emilia', 'Ramírez', NULL, '1970-02-07', TRUE),
(3424423, 'Pedro', NULL, 'Kojima', 'De la Pradera Cálida', '1931-04-07', TRUE),
(3040111, 'Ernesto', 'Matias', 'Saldaño', NULL, '2002-02-09', TRUE),
(5080552, 'Josefina', 'María', 'Flores', 'Correa', '1936-09-17', TRUE),
(4957683, 'Clara', 'Sol', 'Silla', 'Correa', '2012-02-08', TRUE),
(6665287, 'Antonella', NULL, 'Ramírez', NULL, '1928-04-15', TRUE),
(2174589, 'Graciela', NULL, 'López', 'Martínez', '1949-04-11', TRUE),
(3687041, 'Fernanda', 'Marta', 'Kojima', 'Flores', '2019-10-17', TRUE),
(7657194, 'Miguel', 'Facundo', 'Machado', 'Flores', '2020-11-17', TRUE),
(2278959, 'Paula', 'Delfina', 'De León', 'Sativa', '1938-06-07', TRUE),
(2419848, 'Ailén', 'Andrea', 'Saldaño', 'Torres', '2009-04-21', TRUE),
(1197098, 'Benjamín', 'Martín', 'González', 'López', '2017-05-22', TRUE),
(1685775, 'Emilia', NULL, 'Saldaño', NULL, '1996-12-17', TRUE),
(6090920, 'Tobías', 'Sebastián', 'Milei', 'Acero', '1983-11-22', TRUE),
(5415491, 'Jessica', 'Mónica', 'Pomar', 'González', '1997-03-24', TRUE),
(3981498, 'Dante', 'Daniel', 'Torres', 'Bonaventura', '1985-03-06', TRUE),
(5357559, 'Bárbara', NULL, 'Rodríguez', 'Acevedo', '1992-09-27', TRUE),
(4809132, 'Genyfer', 'Aurelia', 'Kojima', 'Silla', '1964-01-12', TRUE),
(4446715, 'Bruno', 'Lucas', 'Camión', 'Martínez', '1925-09-05', TRUE),
(2644067, 'Pilar', 'Yamila', 'Camión', NULL, '1928-09-02', TRUE),
(5389582, 'Simón', 'Martín', 'De Luque', 'De León', '2016-09-05', TRUE),
(6699685, 'Genyfer', NULL, 'De Luque', NULL, '1961-02-20', TRUE),
(7192840, 'Diego', 'Dante', 'Martínez', 'Martínez', '2002-03-27', TRUE),
(4571401, 'Orlando', NULL, 'Bonaventura', NULL, '2002-06-08', TRUE),
(3819370, 'Julio', NULL, 'Acero', 'Acero', '1976-12-04', TRUE),
(5089823, 'Ariana', NULL, 'Castillo', NULL, '1950-07-16', TRUE),
(7033374, 'Vicente', 'Alan', 'Pomar', NULL, '2008-01-05', TRUE),
(1022945, 'Ismael', NULL, 'Machado', 'Rodríguez', '1989-12-13', TRUE),
(3882979, 'Aitana', 'Sandra', 'Sánchez', 'Bonaventura', '1992-09-19', TRUE),
(2812388, 'Delfina', 'Renata', 'Kirchner', 'Gómez', '1947-12-31', TRUE),
(3479975, 'Esteban', 'Bruno', 'Silla', 'Machado', '1950-07-15', TRUE),
(3444701, 'Zacarías', 'Julio', 'De Luque', 'López', '1930-07-29', TRUE),
(1380528, 'Federico', 'Mauro', 'Bonaventura', 'Ramírez', '2004-04-09', TRUE),
(2089116, 'Estefanía', NULL, 'Cripto', NULL, '2014-06-12', TRUE),
(6823523, 'Violeta', NULL, 'Machado', 'Camión', '2020-02-16', TRUE),
(1409562, 'Andrés', 'Iván', 'Ramírez', NULL, '1973-12-04', TRUE),
(2436629, 'Fátima', 'Rosa', 'López', 'Saldaño', '1997-04-03', TRUE),
(4725818, 'Javier', NULL, 'Pomar', 'Sativa', '1950-11-05', TRUE),
(5867570, 'Andrea', 'Martina', 'Ramírez', 'Kirchner', '2000-07-29', TRUE),
(6174913, 'Vicente', 'Teo', 'López', 'Mesa', '2009-02-14', TRUE),
(1587770, 'Yago', 'Ignacio', 'Silla', 'Pérez', '1960-12-07', TRUE),
(5771703, 'Salvador', 'Mateo', 'Sativa', NULL, '1988-04-17', TRUE),
(3585830, 'Aurelia', NULL, 'Torres', 'De la Pradera Cálida', '1952-09-25', TRUE),
(3929543, 'Francisco', 'Brashan', 'Sánchez', 'De la Pradera Cálida', '1942-05-01', TRUE),
(1274277, 'Adolfo', NULL, 'Acevedo', 'De la Pradera Cálida', '1936-10-02', TRUE),
(2641676, 'Yamila', NULL, 'Sánchez', 'Pérez', '1978-04-25', TRUE),
(7918351, 'Zacarías', 'Santiago', 'Sánchez', 'De León', '2021-07-19', TRUE),
(5377179, 'Javier', 'Leonardo', 'Acero', 'Kirchner', '1987-06-12', TRUE),
(3224126, 'Agustina', NULL, 'Rodríguez', 'Kirchner', '1931-05-09', TRUE),
(6001693, 'Sebastián', 'Gastón', 'Mesa', 'De Luque', '1989-09-15', TRUE),
(3845761, 'Leticia', 'Zoe', 'Kojima', NULL, '2004-04-17', TRUE),
(3906843, 'Valentín', NULL, 'Kirchner', 'Bonaventura', '1971-04-30', TRUE),
(5442632, 'Gabriela', 'Delfina', 'Silla', NULL, '1951-04-30', TRUE),
(6336818, 'Martina', 'Juliana', 'Acevedo', 'Gómez', '2013-04-16', TRUE),
(4147787, 'Gabriel', NULL, 'Pomar', 'Sánchez', '2015-05-26', TRUE),
(2875887, 'Emilia', 'Josefina', 'Camión', NULL, '1946-02-19', TRUE),
(6924606, 'Emilia', 'Carla', 'Sánchez', 'Milei', '1974-12-03', TRUE),
(7505299, 'Rocío', 'Sofía', 'López', 'Castillo', '2024-09-10', TRUE),
(4437094, 'Federico', 'Brashan', 'Pérez', 'Rodríguez', '1927-02-06', TRUE),
(4752261, 'Fátima', 'Abril', 'Bonaventura', NULL, '1995-02-08', TRUE),
